"TimeCreated","Id","Message"
"7/26/2026 5:38:24 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Process Information:
	New Process ID:		0x1ae0
	New Process Name:	C:\Windows\System32\backgroundTaskHost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-4096
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:52 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xf5c
	New Process Name:	C:\Program Files (x86)\Microsoft\EdgeWebView\Application\150.0.4078.48\msedgewebview2.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-4096
	Creator Process ID:	0x1774
	Creator Process Name:	C:\Program Files (x86)\Microsoft\EdgeWebView\Application\150.0.4078.48\msedgewebview2.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:48 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Process Information:
	New Process ID:		0x3d0
	New Process Name:	C:\Windows\System32\backgroundTaskHost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-4096
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:40 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E4

Process Information:
	New Process ID:		0x1674
	New Process Name:	C:\Windows\System32\sppsvc.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x254
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:40 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Process Information:
	New Process ID:		0x480
	New Process Name:	C:\Windows\System32\RuntimeBroker.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:40 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Process Information:
	New Process ID:		0x69c
	New Process Name:	C:\Windows\System32\backgroundTaskHost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-4096
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:40 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xf10
	New Process Name:	C:\Windows\System32\taskhostw.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x6c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:17 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1150
	New Process Name:	C:\Windows\System32\svchost.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x254
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:36:17 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xd2c
	New Process Name:	C:\Windows\System32\MoUsoCoreWorker.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"7/26/2026 5:32:07 AM","4688","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-51D9LC0$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-3781094446-1990265765-1947709855-1001
	Account Name:		Rev3vs8
	Account Domain:		DESKTOP-51D9LC0
	Logon ID:		0x41A6F

Process Information:
	New Process ID:		0xfd4
	New Process Name:	C:\Windows\System32\backgroundTaskHost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-4096
	Creator Process ID:	0x2e4
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
